CA-2014-103331,DJ-13420,VEN02,Standard Class,invoiced,2017-07-14 10:18:00.000,2017-07-15 10:10:00.000,NULL,NULL,2017-08-11
CA-2014-103366,PS-18970,VEN02,First Class,delivered,2017-05-29 13:57:00.000,2017-05-30 05:05:00.000,2017-05-31 13:41:00.000,2017-06-07 14:15:00.000,2017-06-21
CA-2014-103373,EG-13900,VEN01,Standard Class,delivered,2018-03-05 19:12:00.000,2018-03-06 12:56:00.000,2018-03-09 13:37:00.000,2018-04-02 23:41:00.000,2018-04-09
CA-2014-103401,TB-21055,VEN02,Standard Class,delivered,2018-01-07 00:53:00.000,2018-01-07 01:07:00.000,2018-01-26 18:41:00.000,2018-02-05 18:08:00.000,2018-02-09
CA-2014-103429,JD-15895,VEN02,First Class,delivered,2018-04-24 12:19:00.000,2018-04-24 19:17:00.000,2018-04-26 14:45:00.000,2018-05-09 23:26:00.000,2018-05-11
CA-2014-103492,JL-15505,VEN02,Standard Class,delivered,2018-06-08 17:31:00.000,2018-06-08 20:49:00.000,2018-06-12 12:33:00.000,2018-06-19 21:33:00.000,2018-07-17
CA-2014-103527,GM-14440,VEN02,Second Class,delivered,2018-03-14 09:25:00.000,2018-03-14 10:00:00.000,2018-03-14 19:36:00.000,2018-03-27 19:25:00.000,2018-04-05
CA-2014-103590,CC-12145,VEN02,Standard Class,delivered,2017-10-05 21:02:00.000,2017-10-05 21:15:00.000,2017-10-06 19:12:00.000,2017-10-07 14:18:00.000,2017-10-24
CA-2014-103660,MG-17680,VEN03,Standard Class,delivered,2017-06-15 13:17:00.000,2017-06-17 03:45:00.000,2017-06-20 10:54:00.000,2017-06-23 13:14:00.000,2017-07-10
CA-2014-103702,AJ-10960,VEN02,Standard Class,delivered,2017-10-09 19:29:00.000,2017-10-09 19:42:00.000,2017-10-11 13:43:00.000,2017-10-24 17:59:00.000,2017-10-31
CA-2014-103744,JS-15940,VEN01,Standard Class,delivered,2018-07-25 18:49:00.000,2018-07-25 19:04:00.000,2018-07-26 09:51:00.000,2018-07-31 16:28:00.000,2018-08-10
CA-2014-103800,MY-17380,VEN01,Standard Class,delivered,2018-07-29 21:02:00.000,2018-07-29 21:15:00.000,2018-07-30 11:24:00.000,2018-07-31 22:16:00.000,2018-08-24
CA-2014-103807,RC-19825,VEN02,Standard Class,delivered,2018-01-07 13:55:00.000,2018-01-07 14:07:00.000,2018-01-08 22:08:00.000,2018-01-17 17:50:00.000,2018-02-02
CA-2014-103849,RA-19285,VEN02,Standard Class,delivered,2017-12-03 17:04:00.000,2017-12-03 17:12:00.000,2017-12-05 19:03:00.000,2017-12-16 12:47:00.000,2017-12-28
CA-2014-103940,DP-13165,VEN02,Standard Class,delivered,2018-07-19 16:55:00.000,2018-07-19 17:05:00.000,2018-07-20 14:42:00.000,2018-07-23 18:51:00.000,2018-08-02
CA-2014-103989,JH-15985,VEN02,First Class,delivered,2018-02-19 13:32:00.000,2018-02-20 13:28:00.000,2018-02-23 23:59:00.000,2018-03-02 22:39:00.000,2018-03-19
CA-2014-104178,CD-11920,VEN02,Standard Class,delivered,2018-01-11 17:13:00.000,2018-01-12 02:34:00.000,2018-01-12 21:03:00.000,2018-01-18 00:25:00.000,2018-02-01
CA-2014-104269,LC-16870,VEN03,Second Class,delivered,2017-10-24 14:23:00.000,2017-10-26 02:56:00.000,2017-10-26 19:23:00.000,2017-11-01 19:18:00.000,2017-11-14
CA-2014-104283,GT-14710,VEN04,Standard Class,delivered,2017-11-10 18:13:00.000,2017-11-13 10:07:00.000,2017-11-16 19:36:00.000,2017-11-20 19:46:00.000,2017-11-24
CA-2014-104402,LH-17155,VEN02,Standard Class,delivered,2017-04-18 18:17:00.000,2017-04-18 18:25:00.000,2017-04-27 14:43:00.000,2017-05-08 16:14:00.000,2017-05-22
CA-2014-104472,JD-16150,VEN03,Standard Class,delivered,2018-08-11 16:52:00.000,2018-08-11 17:04:00.000,2018-08-13 15:26:00.000,2018-08-27 15:24:00.000,2018-09-13
CA-2014-104563,JL-15505,VEN03,Standard Class,delivered,2017-04-23 19:38:00.000,2017-04-25 08:23:00.000,2017-04-26 19:46:00.000,2017-05-09 09:50:00.000,2017-05-15
CA-2014-104738,BP-11095,VEN02,Second Class,delivered,2018-03-07 13:05:00.000,2018-03-07 13:15:00.000,2018-03-09 05:21:00.000,2018-03-19 22:12:00.000,2018-03-23
CA-2014-104773,CM-12445,VEN02,Standard Class,delivered,2018-05-10 13:49:00.000,2018-05-12 03:35:00.000,2018-05-18 17:20:00.000,2018-05-24 14:42:00.000,2018-05-29
CA-2014-104808,KC-16540,VEN02,Second Class,delivered,2018-02-01 18:47:00.000,2018-02-01 19:37:00.000,2018-02-05 11:13:00.000,2018-02-16 17:32:00.000,2018-03-02
CA-2014-104829,BF-11020,VEN03,Second Class,delivered,2018-07-22 20:02:00.000,2018-07-23 12:32:00.000,2018-07-23 14:57:00.000,2018-07-25 17:58:00.000,2018-08-09
CA-2014-104976,JE-15745,VEN02,Standard Class,delivered,2018-03-26 23:13:00.000,2018-03-26 23:27:00.000,2018-03-27 18:58:00.000,2018-04-22 12:22:00.000,2018-04-26
CA-2014-105165,CK-12760,VEN02,First Class,delivered,2018-03-22 16:59:00.000,2018-03-22 17:10:00.000,2018-04-02 13:05:00.000,2018-04-10 18:44:00.000,2018-04-04
CA-2014-105172,RB-19465,VEN02,Standard Class,delivered,2018-06-15 00:02:00.000,2018-06-15 00:19:00.000,2018-06-15 12:31:00.000,2018-06-20 11:21:00.000,2018-07-13
CA-2014-105249,LT-17110,VEN02,Same Day,delivered,2018-03-27 07:59:00.000,2018-03-27 08:10:00.000,2018-03-27 20:33:00.000,2018-03-31 13:47:00.000,2018-04-18
CA-2014-105270,BP-11185,VEN02,Standard Class,delivered,2018-04-09 18:28:00.000,2018-04-09 18:50:00.000,2018-04-10 19:02:00.000,2018-04-11 19:51:00.000,2018-04-19
CA-2014-105340,RA-19915,VEN02,First Class,delivered,2018-03-29 19:58:00.000,2018-03-29 20:15:00.000,2018-04-03 23:46:00.000,2018-04-10 00:32:00.000,2018-04-25
CA-2014-105417,FH-14365,VEN02,Standard Class,delivered,2018-08-08 15:50:00.000,2018-08-08 16:05:00.000,2018-08-14 14:05:00.000,2018-08-16 15:51:00.000,2018-08-15
CA-2014-105648,RB-19465,VEN03,Standard Class,delivered,2018-08-10 08:56:00.000,2018-08-11 02:55:00.000,2018-08-13 09:04:00.000,2018-08-17 12:43:00.000,2018-08-28
CA-2014-105872,BD-11725,VEN02,Standard Class,delivered,2017-11-19 13:22:00.000,2017-11-19 13:35:00.000,2017-11-22 17:58:00.000,2017-12-04 23:59:00.000,2017-12-11
CA-2014-105893,RB-19570,VEN02,Standard Class,delivered,2018-03-29 12:00:00.000,2018-03-29 12:48:00.000,2018-04-02 16:46:00.000,2018-04-09 19:26:00.000,2018-04-17
CA-2014-105984,MJ-17740,VEN02,Same Day,delivered,2018-02-04 23:32:00.000,2018-02-04 23:49:00.000,2018-02-05 16:42:00.000,2018-02-27 20:47:00.000,2018-03-09
CA-2014-106054,CK-12595,VEN02,First Class,delivered,2017-11-07 16:44:00.000,2017-11-07 16:56:00.000,2017-11-08 22:34:00.000,2017-11-14 19:37:00.000,2017-12-04
CA-2014-106229,OT-18730,VEN02,Second Class,delivered,2018-03-10 10:59:00.000,2018-03-10 11:10:00.000,2018-03-12 18:12:00.000,2018-03-15 20:52:00.000,2018-03-22
CA-2014-106264,JE-15475,VEN02,Standard Class,delivered,2018-04-16 17:24:00.000,2018-04-16 18:55:00.000,2018-04-19 00:16:00.000,2018-05-10 19:51:00.000,2018-05-16
CA-2014-106376,EB-13840,VEN02,Standard Class,delivered,2017-09-10 22:32:00.000,2017-09-12 04:50:00.000,2017-09-13 18:26:00.000,2017-09-18 18:48:00.000,2017-09-28
CA-2014-106439,SK-19990,VEN02,Standard Class,delivered,2017-10-23 18:09:00.000,2017-10-23 18:21:00.000,2017-10-26 21:15:00.000,2017-11-27 19:51:00.000,2017-11-14
CA-2014-106572,ON-18715,VEN02,Standard Class,delivered,2018-03-02 16:25:00.000,2018-03-03 13:48:00.000,2018-03-14 16:34:00.000,2018-03-29 04:26:00.000,2018-04-11
CA-2014-106719,SH-19975,VEN02,Same Day,delivered,2017-07-15 14:31:00.000,2017-07-15 14:43:00.000,2017-07-18 20:12:00.000,2017-07-28 18:32:00.000,2017-08-10
CA-2014-106726,VP-21730,VEN03,First Class,delivered,2017-11-24 08:45:00.000,2017-11-24 08:56:00.000,2017-11-24 19:07:00.000,2017-11-26 14:18:00.000,2017-12-08
CA-2014-106803,LM-17065,VEN03,Standard Class,delivered,2018-08-02 12:06:00.000,2018-08-04 04:10:00.000,2018-08-07 09:01:00.000,2018-08-08 16:32:00.000,2018-08-08
CA-2014-106810,BK-11260,VEN02,Standard Class,delivered,2017-11-23 21:18:00.000,2017-11-23 21:27:00.000,2017-11-28 12:52:00.000,2017-12-06 16:09:00.000,2017-12-21
CA-2014-106971,DP-13000,VEN02,Standard Class,delivered,2018-06-19 19:15:00.000,2018-06-20 03:18:00.000,2018-06-23 08:31:00.000,2018-06-27 14:11:00.000,2018-08-02
CA-2014-107139,NG-18355,VEN01,Standard Class,delivered,2018-07-11 08:57:00.000,2018-07-11 09:10:00.000,2018-07-18 13:31:00.000,2018-07-27 21:14:00.000,2018-08-02
CA-2014-107153,TH-21550,VEN01,Standard Class,shipped,2017-11-24 06:49:00.000,2017-11-24 06:57:00.000,2017-11-24 21:49:00.000,NULL,2017-12-08
CA-2014-107181,LC-17140,VEN02,Standard Class,delivered,2017-08-26 08:51:00.000,2017-08-26 09:05:00.000,2017-08-28 19:40:00.000,2017-09-05 19:22:00.000,2017-09-22
CA-2014-107398,EB-13840,VEN02,Standard Class,delivered,2017-06-09 14:08:00.000,2017-06-10 03:03:00.000,2017-06-12 15:44:00.000,2017-06-14 14:44:00.000,2017-06-23
CA-2014-107454,SP-20545,VEN02,Standard Class,delivered,2018-01-19 23:31:00.000,2018-01-19 23:38:00.000,2018-01-24 12:19:00.000,2018-01-31 14:28:00.000,2018-02-15
CA-2014-107524,EH-13945,VEN02,Standard Class,delivered,2018-06-15 13:08:00.000,2018-06-15 13:44:00.000,2018-06-19 14:12:00.000,2018-06-21 20:05:00.000,2018-07-05
CA-2014-107573,PK-19075,VEN02,Standard Class,delivered,2018-05-29 21:58:00.000,2018-05-29 22:13:00.000,2018-06-04 15:30:00.000,2018-06-07 21:38:00.000,2018-06-29
CA-2014-107594,PO-19195,VEN02,Standard Class,delivered,2017-08-07 14:22:00.000,2017-08-08 05:20:00.000,2017-08-09 14:36:00.000,2017-08-15 21:06:00.000,2017-08-29
CA-2014-107755,JE-15745,VEN02,Standard Class,delivered,2018-08-17 19:51:00.000,2018-08-20 16:31:00.000,2018-08-22 13:16:00.000,2018-08-23 14:36:00.000,2018-08-22
CA-2014-107769,EL-13735,VEN04,Standard Class,delivered,2018-06-22 19:23:00.000,2018-06-22 19:38:00.000,2018-06-27 06:22:00.000,2018-07-03 07:36:00.000,2018-07-17
CA-2014-107811,EP-13915,VEN02,Standard Class,delivered,2018-08-18 08:33:00.000,2018-08-20 11:10:00.000,2018-08-29 13:44:00.000,2018-08-30 20:41:00.000,2018-09-03
CA-2014-107818,JF-15490,VEN03,Standard Class,delivered,2018-03-28 18:34:00.000,2018-03-28 18:50:00.000,2018-03-29 20:40:00.000,2018-04-21 13:22:00.000,2018-04-30
CA-2014-107916,CM-12385,VEN01,First Class,delivered,2018-03-12 14:34:00.000,2018-03-13 04:08:00.000,2018-03-15 17:22:00.000,2018-03-20 00:03:00.000,2018-03-28
CA-2014-108147,SM-20005,VEN02,Standard Class,delivered,2018-04-12 07:28:00.000,2018-04-13 02:32:00.000,2018-04-17 17:03:00.000,2018-04-20 18:36:00.000,2018-05-15
CA-2014-108182,MK-18160,VEN03,Second Class,delivered,2018-07-01 17:20:00.000,2018-07-01 17:35:00.000,2018-07-02 10:27:00.000,2018-07-06 16:41:00.000,2018-07-23
CA-2014-108189,RP-19390,VEN01,First Class,delivered,2018-01-08 18:26:00.000,2018-01-08 18:36:00.000,2018-01-09 16:25:00.000,2018-01-22 14:56:00.000,2018-02-06
CA-2014-108273,RB-19360,VEN03,Standard Class,delivered,2017-10-02 09:26:00.000,2017-10-04 07:14:00.000,2017-10-04 15:53:00.000,2017-10-09 21:39:00.000,2017-10-30
CA-2014-108609,BH-11710,VEN02,Second Class,delivered,2017-12-18 15:48:00.000,2017-12-18 17:13:00.000,2017-12-19 16:52:00.000,2018-01-03 20:58:00.000,2018-01-12
CA-2014-108707,KW-16435,VEN02,Standard Class,delivered,2017-06-19 19:50:00.000,2017-06-19 20:03:00.000,2017-06-20 14:45:00.000,2017-06-30 14:55:00.000,2017-07-11
CA-2014-108861,LC-16930,VEN03,Standard Class,delivered,2017-12-04 15:13:00.000,2017-12-06 16:16:00.000,2017-12-09 16:38:00.000,2017-12-15 20:27:00.000,2017-12-27
CA-2014-108903,MT-18070,VEN03,Same Day,delivered,2018-05-16 16:46:00.000,2018-05-16 17:21:00.000,2018-05-21 14:47:00.000,2018-06-07 17:28:00.000,2018-06-18
CA-2014-109043,KB-16600,VEN02,First Class,delivered,2018-06-18 20:19:00.000,2018-06-19 20:16:00.000,2018-06-20 08:43:00.000,2018-06-25 18:48:00.000,2018-07-05
CA-2014-109127,AJ-10780,VEN02,Standard Class,delivered,2017-05-18 15:38:00.000,2017-05-20 04:15:00.000,2017-05-22 09:41:00.000,2017-05-29 12:33:00.000,2017-06-07
CA-2014-109134,LR-16915,VEN02,Standard Class,delivered,2017-11-27 16:05:00.000,2017-11-27 16:15:00.000,2017-11-28 23:28:00.000,2017-12-27 14:14:00.000,2017-12-27
CA-2014-109218,CA-12310,VEN03,Second Class,delivered,2018-03-20 22:36:00.000,2018-03-20 22:50:00.000,2018-03-23 21:52:00.000,2018-03-29 20:28:00.000,2018-04-16
CA-2014-109232,MS-17830,VEN02,Second Class,delivered,2017-08-29 13:58:00.000,2017-08-29 14:10:00.000,2017-08-31 19:37:00.000,2017-09-06 22:34:00.000,2017-09-20
CA-2014-109302,KB-16315,VEN02,Standard Class,delivered,2017-09-30 18:38:00.000,2017-09-30 18:57:00.000,2017-10-02 21:53:00.000,2017-10-09 12:29:00.000,2017-11-07
CA-2014-109491,FH-14365,VEN02,Standard Class,delivered,2018-04-19 22:37:00.000,2018-04-19 22:54:00.000,2018-04-20 18:56:00.000,2018-05-10 19:08:00.000,2018-05-18
CA-2014-109680,FA-14230,VEN01,First Class,delivered,2018-06-28 21:52:00.000,2018-06-28 22:10:00.000,2018-07-03 05:06:00.000,2018-07-05 15:52:00.000,2018-07-23
CA-2014-109855,GK-14620,VEN02,Standard Class,delivered,2018-06-10 13:08:00.000,2018-06-10 13:36:00.000,2018-06-12 08:34:00.000,2018-06-18 20:22:00.000,2018-06-28
CA-2014-109890,PS-18970,VEN03,Standard Class,delivered,2018-04-11 08:22:00.000,2018-04-11 10:35:00.000,2018-04-13 18:03:00.000,2018-04-20 15:58:00.000,2018-05-02
CA-2014-109897,FA-14230,VEN02,Standard Class,delivered,2017-05-14 23:54:00.000,2017-05-15 00:46:00.000,2017-05-15 09:22:00.000,2017-05-22 13:52:00.000,2017-06-09
CA-2014-109904,DB-13060,VEN03,Second Class,delivered,2018-05-03 16:43:00.000,2018-05-03 17:31:00.000,2018-05-04 15:04:00.000,2018-05-05 14:21:00.000,2018-05-15
CA-2014-109918,HL-15040,VEN02,Second Class,delivered,2018-08-05 12:20:00.000,2018-08-05 12:35:00.000,2018-08-08 16:18:00.000,2018-08-10 00:44:00.000,2018-08-14
CA-2014-109932,FA-14230,VEN01,First Class,delivered,2018-03-17 13:03:00.000,2018-03-17 13:15:00.000,2018-03-21 19:37:00.000,2018-03-24 00:15:00.000,2018-04-16
CA-2014-110030,GG-14650,VEN02,Second Class,delivered,2018-05-08 09:22:00.000,2018-05-08 09:36:00.000,2018-05-08 15:41:00.000,2018-05-11 22:06:00.000,2018-06-08
CA-2014-110065,BP-11185,VEN04,Standard Class,delivered,2018-03-06 22:32:00.000,2018-03-06 22:48:00.000,2018-03-21 18:51:00.000,2018-03-29 22:52:00.000,2018-04-10
CA-2014-110072,JR-16210,VEN02,Standard Class,delivered,2018-08-14 17:48:00.000,2018-08-14 18:23:00.000,2018-08-16 09:02:00.000,2018-08-21 14:06:00.000,2018-08-30
CA-2014-110100,FA-14230,VEN02,Standard Class,delivered,2018-03-16 19:36:00.000,2018-03-16 19:50:00.000,2018-03-23 02:33:00.000,2018-03-27 06:36:00.000,2018-04-04
CA-2014-110184,DC-13285,VEN02,Standard Class,delivered,2017-05-08 12:20:00.000,2017-05-08 13:05:00.000,2017-05-12 15:27:00.000,2017-05-17 09:47:00.000,2017-05-26
CA-2014-110219,PH-18790,VEN02,First Class,delivered,2017-10-24 16:33:00.000,2017-10-24 16:49:00.000,2017-10-25 15:16:00.000,2017-11-01 22:48:00.000,2017-11-17
CA-2014-110408,CC-12145,VEN01,Second Class,delivered,2017-12-04 19:12:00.000,2017-12-06 12:30:00.000,2017-12-05 23:47:00.000,2018-01-23 00:52:00.000,2018-01-02
CA-2014-110527,PO-18850,VEN03,Standard Class,delivered,2017-11-24 15:42:00.000,2017-11-24 19:12:00.000,2017-12-01 14:47:00.000,2017-12-11 23:45:00.000,2017-12-15
CA-2014-110555,LE-16810,VEN01,Standard Class,delivered,2018-08-19 08:24:00.000,2018-08-20 11:10:00.000,2018-08-21 14:54:00.000,2018-08-28 19:11:00.000,2018-09-03
CA-2014-110611,AM-10360,VEN02,Standard Class,delivered,2018-07-03 11:26:00.000,2018-07-05 16:13:00.000,2018-07-04 15:18:00.000,2018-07-11 18:18:00.000,2018-07-26
CA-2014-110639,TB-21520,VEN02,Same Day,delivered,2018-04-09 15:36:00.000,2018-04-09 15:51:00.000,2018-04-10 22:11:00.000,2018-05-12 00:28:00.000,2018-05-07
CA-2014-110786,BK-11260,VEN01,Standard Class,delivered,2018-08-07 16:05:00.000,2018-08-07 16:15:00.000,2018-08-08 14:59:00.000,2018-08-20 19:25:00.000,2018-08-27
CA-2014-110849,CC-12430,VEN02,Standard Class,delivered,2018-02-06 15:04:00.000,2018-02-06 15:28:00.000,2018-02-07 22:42:00.000,2018-02-19 20:16:00.000,2018-03-05
CA-2014-111003,JO-15280,VEN02,Standard Class,delivered,2018-05-13 22:50:00.000,2018-05-13 23:11:00.000,2018-05-14 11:49:00.000,2018-05-18 22:46:00.000,2018-06-01
CA-2014-111059,CS-12130,VEN02,Second Class,delivered,2017-07-31 18:47:00.000,2017-07-31 19:03:00.000,2017-08-02 17:49:00.000,2017-08-10 20:04:00.000,2017-08-30
CA-2014-111150,YC-21895,VEN02,Standard Class,delivered,2017-09-01 18:04:00.000,2017-09-05 04:45:00.000,2017-09-06 17:43:00.000,2017-09-08 22:34:00.000,2017-09-14
CA-2014-111157,NF-18385,VEN01,Standard Class,delivered,2017-07-04 11:00:00.000,2017-07-05 02:45:00.000,2017-07-05 12:57:00.000,2017-07-24 19:12:00.000,2017-08-01
