33,CA-2015-117086,OFF-EN-10001509,3.264,2,0.2,-5.715
34,CA-2017-129021,OFF-AR-10004042,86.304,6,0.2,3.546
35,CA-2016-129714,OFF-BI-10001525,6.858,6,0.7,9.9468
36,US-2017-102183,OFF-AR-10001683,15.76,2,0.2,123.4737
37,CA-2015-116638,OFF-PA-10000249,29.472,3,0.2,-147.963
38,US-2015-126977,TEC-PH-10004977,1097.544,7,0.2,35.415
39,CA-2014-102988,FUR-FU-10003664,190.92,5,0.6,-46.9764
40,US-2017-167402,OFF-EN-10002986,113.328,9,0.2,-15.147
41,CA-2016-159016,FUR-BO-10002545,532.3992,3,0.32,41.7564
42,CA-2014-128209,FUR-CH-10004218,212.058,3,0.3,16.5564
43,CA-2016-128818,TEC-PH-10000486,371.168,4,0.2,3.894
44,CA-2014-164973,TEC-PH-10004093,147.168,4,0.2,9.5616
45,CA-2016-103982,OFF-ST-10003479,77.88,2,0,19.7714
46,CA-2015-120782,OFF-ST-10003282,95.616,2,0.2,8.2062
47,CA-2014-116246,TEC-AC-10000171,45.98,2,0,8.4784
48,CA-2014-168494,OFF-BI-10003291,17.46,2,0,4.95
49,CA-2016-122903,OFF-ST-10001713,211.96,4,0,6.104
50,CA-2014-163223,TEC-AC-10002167,45,3,0,17.9634
51,CA-2016-107104,TEC-PH-10003988,21.8,2,0,35.3346
52,CA-2017-165323,OFF-BI-10004410,38.22,6,0,2.9568
53,CA-2015-164301,OFF-LA-10002762,75.18,6,0,17.0981
54,CA-2017-133865,FUR-FU-10001706,6.16,2,0,6.2566
55,CA-2016-169663,FUR-CH-10003061,89.99,1,0,298.6855
56,CA-2016-145625,OFF-FA-10000304,15.26,7,0,52.14
57,CA-2014-144414,TEC-PH-10002447,1029.95,5,0,15.552
58,CA-2015-111829,OFF-ST-10000604,208.56,6,0,7.098
59,US-2015-150630,OFF-PA-10001569,32.4,5,0,6.9888
60,CA-2015-102491,FUR-CH-10003968,319.41,5,0.1,3.3
61,US-2014-106992,OFF-PA-10000587,14.56,2,0,16.362
62,CA-2017-159366,TEC-AC-10002167,30,2,0,0.84
63,US-2015-163825,OFF-BI-10001460,48.48,4,0.2,6.1512
64,CA-2016-133711,OFF-AR-10001868,1.68,1,0,9.3612
65,CA-2016-160717,TEC-AC-10004633,13.98,2,0,68.9631
66,CA-2017-133263,OFF-BI-10001078,25.824,6,0.2,22.3328
67,CA-2017-127432,OFF-PA-10003892,146.73,3,0,-15.2225
68,CA-2015-149846,FUR-FU-10000397,79.76,4,0,111.3024
69,US-2017-105935,FUR-CH-10001146,213.115,5,0.3,62.988
70,CA-2014-119375,OFF-AR-10002671,1113.024,8,0.2,35.6636
71,CA-2017-100111,TEC-PH-10002726,167.968,4,0.2,1.731
72,US-2016-126452,OFF-PA-10000482,75.88,2,0,8.763
73,CA-2017-145219,OFF-BI-10004654,4.616,1,0.2,-114.3912
74,CA-2014-120474,OFF-PA-10004675,19.05,3,0,1.213
75,CA-2017-102204,FUR-CH-10000513,831.936,8,0.2,-18.196
76,CA-2015-164777,FUR-FU-10003708,97.04,2,0.2,-1.9344
77,US-2015-100377,OFF-ST-10004123,72.784,1,0.2,-5.8248
78,CA-2016-135265,OFF-BI-10004182,1.248,3,0.8,2.724
79,CA-2016-129630,FUR-FU-10000260,9.708,3,0.6,-14.475
80,CA-2014-160766,OFF-ST-10000615,27.24,3,0.2,56.2032
81,US-2015-160857,FUR-FU-10003194,19.3,5,0.6,8.0352
82,CA-2017-119809,OFF-AP-10002118,208.16,1,0,4.172
83,CA-2014-154627,OFF-BI-10002309,16.74,3,0,6.2031
84,CA-2014-117639,OFF-AR-10002053,14.9,5,0,62.8075
85,CA-2017-157854,OFF-ST-10002370,21.39,1,0,-48.9549
86,US-2016-164196,OFF-EN-10000927,200.984,7,0.2,33.2156
87,CA-2015-111038,OFF-ST-10003656,230.376,3,0.2,6.7966
88,CA-2017-123967,FUR-CH-10000863,301.96,2,0,2.9568
89,CA-2015-123113,TEC-AC-10001998,19.99,1,0,13.8572
90,CA-2014-127299,OFF-LA-10000134,6.16,2,0,6.633
91,CA-2015-160227,OFF-ST-10003442,158.368,7,0.2,8.2782
92,CA-2017-112333,OFF-AR-10004930,20.1,3,0,3.1104
93,US-2016-116729,TEC-PH-10004093,73.584,2,0.2,6.2208
94,CA-2014-167199,OFF-PA-10000304,6.48,1,0,16.5354
95,CA-2015-120677,OFF-PA-10003177,12.96,2,0,16.1504
96,CA-2016-169670,FUR-FU-10003799,53.34,3,0,-3.788
97,CA-2017-134845,OFF-BI-10002852,32.96,2,0,40.5426
98,CA-2015-135580,OFF-BI-10004738,5.682,1,0.7,17.9592
99,CA-2015-162782,FUR-FU-10000629,96.53,7,0,22.5852
100,US-2014-106992,OFF-BI-10001721,51.312,3,0.2,22.6184
101,CA-2017-166093,OFF-AP-10000358,77.88,6,0,-10.7973
102,CA-2017-168858,OFF-PA-10003256,64.624,7,0.2,-3.0396
103,CA-2017-160885,TEC-AC-10001767,95.976,3,0.2,11.7208
104,CA-2015-139731,OFF-BI-10002609,1.788,3,0.8,-26.8758
105,CA-2016-104157,OFF-PA-10004040,23.92,4,0,-3.8385
106,CA-2017-121559,TEC-AC-10001552,238.896,6,0.2,-25.8174
107,CA-2017-122490,FUR-FU-10004006,102.36,3,0.2,17.6016
108,US-2017-135013,OFF-BI-10002794,36.882,3,0.7,2.0994
109,US-2017-141677,TEC-AC-10003499,74.112,8,0.2,1.0738
110,CA-2017-127180,TEC-PH-10002844,27.992,1,0.2,67.992
111,CA-2016-107202,OFF-AR-10000390,3.304,1,0.2,10.9096
112,CA-2016-108987,TEC-AC-10000844,339.96,5,0.2,22.788
113,CA-2017-168109,FUR-FU-10001934,41.96,2,0,13.3476
114,US-2017-163300,OFF-AR-10000380,75.96,2,0,14.5348
115,CA-2014-126683,OFF-BI-10003981,27.24,6,0,1.652
116,CA-2015-169796,OFF-FA-10000621,40.096,14,0.2,7.4925
117,US-2017-162558,OFF-EN-10002600,4.72,2,0.2,44.0316
118,CA-2015-124891,OFF-PA-10004965,23.976,3,0.2,165.3813
119,US-2016-113677,OFF-EN-10002504,130.464,6,0.2,-115.7156
120,CA-2016-113831,FUR-TA-10001768,787.53,3,0,18.3456
121,CA-2017-100111,OFF-BI-10003650,157.794,1,0.7,13.878
122,CA-2017-143567,FUR-FU-10002157,47.04,3,0,63.4368
123,US-2015-134558,OFF-BI-10003910,30.84,4,0,51.759
124,CA-2014-136567,OFF-ST-10000777,226.56,6,0,19.7316
125,CA-2017-119284,OFF-EN-10002500,115.02,9,0,-8.5794
126,CA-2014-169019,TEC-PH-10003875,68.04,7,0,-407.682
127,CA-2017-150091,FUR-CH-10004063,600.558,3,0.3,-1.8308
128,CA-2014-128209,FUR-TA-10004534,617.7,6,0.5,30.499
129,CA-2016-143805,OFF-BI-10003274,2.388,2,0.7,-9.1602
130,CA-2016-163804,OFF-ST-10002974,243.992,7,0.2,26.2416
131,US-2017-110576,FUR-CH-10001146,81.424,2,0.2,-11.994
132,CA-2014-169726,FUR-FU-10003773,238.56,3,0,29.364
133,CA-2017-149559,TEC-PH-10002293,59.97,5,0.4,6.9732
134,CA-2017-107174,OFF-PA-10002377,78.304,2,0.2,9.6192
135,CA-2014-128524,OFF-FA-10002780,21.456,9,0.2,16.6568
136,CA-2015-147830,OFF-PA-10001804,20.04,3,0,3.456
137,CA-2017-111738,OFF-PA-10001736,35.44,1,0,1.9698
138,US-2015-126977,OFF-AR-10001149,11.52,4,0,26.6616
139,CA-2015-137113,OFF-FA-10002988,4.02,2,0,18.4464
140,CA-2016-155530,OFF-BI-10004781,76.176,3,0.2,20.6976
141,CA-2017-121790,OFF-SU-10001218,65.88,6,0,10.35
142,CA-2014-131926,FUR-FU-10001706,43.12,14,0,2.3814
143,CA-2014-163748,FUR-FU-10004848,82.8,2,0.2,5.1042
144,CA-2016-157791,OFF-AR-10000940,8.82,3,0,68.976
145,CA-2014-134313,OFF-EN-10004030,10.86,3,0,218.2518
146,CA-2016-133725,OFF-PA-10004327,143.7,3,0,20.1579
147,CA-2017-123372,OFF-AP-10001058,839.43,3,0,12.9096
148,CA-2016-113831,OFF-ST-10003656,671.93,7,0,103.8015
149,CA-2016-114489,FUR-FU-10000521,93.888,4,0.2,5.9988
150,US-2017-118087,TEC-PH-10000215,384.45,11,0,585.552
151,CA-2015-114069,TEC-PH-10001448,149.97,3,0,80.6285
152,CA-2017-137596,FUR-CH-10000454,1951.84,8,0,17.766
153,CA-2016-147256,OFF-BI-10002735,171.55,5,0,15.2388
154,CA-2017-121559,OFF-AP-10000326,157.92,5,0.2,26.271
155,CA-2017-167752,TEC-PH-10001254,203.184,2,0.2,48.5392
156,CA-2015-121797,OFF-PA-10001950,58.38,7,0,21.0288
157,CA-2017-136308,OFF-PA-10002254,105.52,4,0,1.7901
158,CA-2015-137113,OFF-ST-10001590,80.88,6,0,51.4764
159,US-2017-122714,OFF-AR-10001547,6.63,3,0,6.8714
160,US-2017-161935,FUR-CH-10004063,457.568,2,0.2,236.2325
161,US-2015-128090,OFF-LA-10002475,14.62,2,0,2.691
162,CA-2017-141439,TEC-PH-10004536,944.93,7,0,1.3596
163,CA-2017-159100,OFF-PA-10002751,5.98,1,0,13.348
164,CA-2015-125976,TEC-AC-10003657,54.384,2,0.2,9.688
165,US-2014-131275,OFF-EN-10001990,28.4,5,0,2.7324
166,CA-2014-120768,OFF-BI-10004002,27.68,2,0.2,-1359.992
167,CA-2017-119452,OFF-AR-10004441,9.936,3,0.2,-58.6347
168,US-2017-117723,TEC-MA-10000822,8159.952,8,0.4,-24.858
169,CA-2014-122931,OFF-ST-10000991,275.928,3,0.2,6.8136
170,CA-2015-134719,FUR-CH-10004287,1740.06,9,0.3,-453.849
171,CA-2015-147830,OFF-AR-10002656,32.064,6,0.2,8.9985
172,CA-2014-116666,OFF-AP-10002518,177.98,5,0.8,9.8418
173,US-2014-135972,TEC-PH-10003931,143.976,3,0.2,53.2608
174,CA-2015-130659,OFF-PA-10000659,20.94,3,0,21.259
175,CA-2017-141789,OFF-PA-10001144,110.96,2,0,-131.12
176,CA-2016-101546,FUR-CH-10003817,340.144,7,0.2,6.552
177,CA-2014-152268,OFF-AP-10000891,52.448,2,0.8,-243.16
178,CA-2017-142090,OFF-LA-10003148,20.16,4,0.2,-11.3372
179,US-2017-118941,OFF-AP-10002684,97.264,4,0.8,-3.7715
180,CA-2016-105081,FUR-CH-10004698,396.802,7,0.3,1.4104
181,CA-2014-139892,OFF-SU-10002189,15.88,5,0.2,1.8612
182,CA-2014-141313,OFF-AR-10001940,3.28,1,0,76.6395
183,CA-2015-135622,OFF-ST-10003455,24.816,2,0.2,131.0296
184,CA-2014-115812,TEC-AC-10004659,408.744,7,0.2,41.986
185,CA-2017-113418,TEC-PH-10003273,503.96,4,0,7.25
186,CA-2017-115602,TEC-PH-10004896,149.95,5,0,3.4368
187,CA-2017-123491,TEC-AC-10002345,29,2,0,22.984
188,CA-2015-158421,OFF-BI-10001890,7.16,2,0,3.7224
189,CA-2017-168109,TEC-AC-10002323,176.8,8,0,6.255
190,CA-2014-133592,OFF-ST-10001328,37.224,3,0.2,112.392
191,US-2016-102239,OFF-PA-10001950,20.016,3,0.2,20.0928
192,US-2016-163881,FUR-BO-10002613,899.136,4,0.2,24.8832
193,CA-2014-131387,TEC-PH-10001552,71.76,6,0,46.9764
194,CA-2014-108147,OFF-PA-10000061,51.84,8,0,6.567
195,US-2017-105998,FUR-BO-10002545,626.352,3,0.2,6.7116
196,CA-2017-148446,OFF-AR-10003514,19.9,5,0,1.2038
197,CA-2017-158729,OFF-EN-10001509,14.28,7,0,1.5876
198,CA-2016-142335,OFF-AR-10004685,7.408,2,0.2,12.0276
199,US-2016-121013,OFF-AR-10004027,6.048,3,0.2,-2.2586
200,CA-2016-153598,OFF-ST-10001414,46.26,3,0,5.8203
201,US-2017-167318,OFF-BI-10000343,2.946,2,0.7,6.795
202,CA-2016-125220,OFF-PA-10002749,16.056,3,0.2,-161.875
203,CA-2015-160171,OFF-PA-10002666,21.744,3,0.2,0.2925
204,CA-2017-107517,FUR-TA-10004289,218.75,2,0.5,-178.9668
205,US-2017-120390,OFF-AP-10003622,2.6,1,0.2,9.6712
206,CA-2017-152912,OFF-AP-10003217,66.284,2,0.8,44.4768
207,CA-2017-138975,FUR-FU-10002960,35.168,7,0.2,5.8744
208,CA-2014-151330,TEC-PH-10001918,444.768,4,0.2,35.6346
209,CA-2017-118724,OFF-ST-10000642,83.92,4,0,7.4824
210,US-2015-127040,TEC-PH-10001700,131.98,2,0,16.2099
211,US-2015-126214,OFF-BI-10003274,15.92,4,0,3.6796
212,CA-2017-128363,OFF-FA-10000134,52.29,9,0,6.5
213,CA-2016-168354,OFF-ST-10001522,91.99,1,0,8.88
214,CA-2014-145387,TEC-AC-10001266,20.8,2,0.2,-244.323
215,CA-2016-128594,OFF-LA-10004544,23.68,2,0.2,-14.6958
216,CA-2016-152247,FUR-BO-10004695,452.45,5,0.5,-950.4
217,CA-2016-102162,TEC-PH-10002844,62.982,3,0.4,4.4792
218,CA-2015-155600,TEC-MA-10000864,1188,9,0.7,26.0568
219,CA-2016-105207,TEC-AC-10000109,89.584,2,0.2,22.6782
220,CA-2016-105459,OFF-ST-10001328,93.06,6,0,1.8148
221,CA-2017-120376,TEC-PH-10002563,302.376,3,0.2,8.2302
222,US-2014-148838,OFF-FA-10000585,5.584,2,0.2,-13.8432
223,CA-2017-103877,OFF-PA-10004000,22.704,6,0.2,19.0848
224,CA-2017-146983,OFF-BI-10002852,19.776,4,0.7,-383.9904
225,CA-2017-105914,FUR-FU-10000087,72.704,4,0.2,2.7168
226,CA-2014-150245,TEC-MA-10001148,479.988,4,0.7,0.968
227,CA-2016-169838,OFF-AR-10001958,27.168,2,0.2,136.939
228,US-2016-100461,OFF-AR-10001026,2.2,1,0,0.2198
229,US-2016-165505,FUR-TA-10003748,622.45,5,0,-28.2744
230,CA-2016-125087,OFF-ST-10002485,21.98,1,0,43.8408
231,CA-2015-111514,FUR-CH-10004860,161.568,2,0.2,-12.432
232,CA-2015-101889,FUR-CH-10004477,389.696,8,0.2,-102.048
233,CA-2016-124590,OFF-BI-10001679,18.648,7,0.7,-248.2458
234,CA-2017-155880,FUR-TA-10001705,233.86,2,0.45,-3.552
235,CA-2017-131254,FUR-TA-10003473,620.6145,3,0.45,0
236,CA-2015-166947,OFF-BI-10001679,5.328,2,0.7,-7.7247
237,CA-2015-115567,FUR-FU-10004017,258.072,3,0.2,4.752
238,CA-2017-103212,TEC-AC-10003832,617.976,3,0.2,9.396
239,CA-2014-131926,OFF-PA-10002479,10.56,2,0,-356.728
240,CA-2014-153850,OFF-PA-10003349,25.92,5,0.2,-4.6752
241,CA-2016-114867,FUR-FU-10000576,419.68,5,0.6,11.1944
242,CA-2016-139997,FUR-FU-10004351,11.688,3,0.6,-120.513
243,US-2017-109316,TEC-PH-10000011,31.984,2,0.2,-2.8308
244,CA-2017-121027,FUR-TA-10002607,177.225,5,0.5,1.2038
245,US-2017-134481,FUR-FU-10002505,4.044,3,0.6,580.5394
246,US-2015-163279,OFF-AR-10004685,7.408,2,0.2,41.68
247,CA-2014-166954,FUR-CH-10004063,2001.86,7,0,23.94
248,CA-2014-125731,OFF-ST-10002276,166.72,2,0,496.0725
249,CA-2017-116680,OFF-PA-10004082,47.88,6,0,12.4416
250,CA-2016-124590,OFF-AP-10002945,1503.25,5,0,28.1372
251,CA-2017-156776,OFF-PA-10000061,25.92,4,0,3.5767
252,US-2017-142188,FUR-CH-10002965,321.568,2,0.2,636.0003
253,CA-2017-141733,OFF-PA-10004569,7.61,1,0,22.5624
254,CA-2016-123540,TEC-AC-10003832,3347.37,13,0,162.864
255,CA-2017-143063,OFF-ST-10001228,80.58,6,0,-8.4924
256,CA-2015-162047,OFF-EN-10003296,361.92,4,0,-19.5624
257,CA-2015-155306,FUR-FU-10002505,12.132,9,0.6,4.044
258,CA-2017-146535,OFF-ST-10004804,82.368,2,0.2,56.6916
259,CA-2014-132612,OFF-ST-10001590,53.92,5,0.2,6.9258
260,CA-2017-162691,TEC-PH-10001580,647.904,6,0.2,6.6465
261,CA-2016-147417,TEC-AC-10000290,20.37,3,0,6.132
262,CA-2015-146675,OFF-ST-10002790,221.55,3,0,-4.466
263,CA-2016-168032,OFF-BI-10003460,17.52,5,0.2,-509.997
264,CA-2017-145884,OFF-AP-10002203,1.624,2,0.8,-251.9958
265,CA-2014-103310,TEC-MA-10000822,3059.982,3,0.4,28.7196
266,US-2016-143448,TEC-MA-10003353,2519.958,7,0.4,35.156
267,CA-2016-131289,TEC-PH-10001433,328.224,4,0.2,4.7304
268,CA-2014-108609,TEC-AC-10004469,79.9,2,0,0.3024
269,CA-2017-105669,OFF-AR-10003602,14.016,3,0.2,-7.4416
270,CA-2015-153381,OFF-FA-10003472,7.56,6,0,21.591
271,CA-2015-147788,OFF-ST-10004180,37.208,1,0.2,210.4936
272,CA-2014-124247,OFF-EN-10004386,57.576,3,0.2,92.3692
273,CA-2016-146913,OFF-ST-10003208,725.84,4,0,2.3232
274,US-2017-167920,TEC-AC-10003628,209.93,7,0,4.095
275,CA-2016-155845,FUR-FU-10003274,5.28,3,0,4.0572
276,CA-2017-143686,OFF-BI-10002557,10.92,3,0.2,1.5548
277,CA-2015-113145,OFF-PA-10002615,8.82,2,0,4.0768
278,CA-2014-124856,OFF-AR-10001427,5.98,1,0,5.9072
279,CA-2014-110408,OFF-PA-10000673,11.648,2,0.2,5.9712
280,CA-2015-124450,OFF-PA-10004470,18.176,4,0.2,8.694
281,CA-2015-141565,OFF-ST-10000876,59.712,6,0.2,-3.432
282,CA-2016-107783,OFF-LA-10002043,24.84,3,0.2,376.11
283,CA-2014-111192,OFF-BI-10004967,2.08,5,0.8,51.942
284,CA-2016-105256,TEC-PH-10001760,1114.4,7,0.2,47.844
285,CA-2016-169103,FUR-TA-10002903,1038.84,5,0.2,47.96
286,CA-2016-144764,OFF-PA-10000474,141.76,5,0.2,10.8864
287,CA-2017-147760,TEC-AC-10001956,239.8,5,0.2,-169.372
288,CA-2015-141243,OFF-PA-10004100,31.104,6,0.2,24.316
289,CA-2016-138968,OFF-BI-10000778,254.058,7,0.7,-204.3145
290,CA-2016-110492,OFF-AP-10002684,194.528,2,0.2,6.6836
291,CA-2014-125997,OFF-SU-10000646,961.48,5,0.2,6.2424
292,CA-2016-165848,OFF-FA-10002983,19.096,7,0.2,54.3966
293,CA-2015-113404,OFF-LA-10004689,18.496,8,0.2,-48.7032
294,CA-2017-107167,TEC-AC-10002001,255.984,2,0.2,78.8592
295,CA-2015-105571,FUR-BO-10004709,86.97,3,0.5,20.1558
296,CA-2017-117457,FUR-FU-10004091,300.416,8,0.2,-24.5646
297,CA-2016-105732,FUR-CH-10001891,230.352,3,0.2,-62.88
298,CA-2016-113243,FUR-FU-10002918,218.352,3,0.2,9.2988
299,CA-2017-105851,OFF-BI-10004593,78.6,5,0.7,15.552
300,CA-2014-126403,OFF-FA-10004854,27.552,3,0.2,10.8248
301,CA-2014-157147,OFF-PA-10002105,32.4,5,0,27.3168
302,US-2015-114741,OFF-ST-10002756,1082.48,8,0,38.024
303,CA-2016-149279,OFF-PA-10004243,56.91,3,0,6.5688
304,CA-2014-154893,FUR-FU-10001861,77.6,4,0,-131.445
305,CA-2015-110863,OFF-BI-10002706,14.28,1,0,12.864
306,CA-2014-128146,FUR-TA-10002533,219.075,3,0.5,2.8536
307,CA-2017-102750,FUR-FU-10002671,26.8,2,0,20.9208
308,US-2016-138408,OFF-AR-10003651,9.84,3,0,83.868
309,CA-2017-127397,OFF-BI-10001072,45.48,3,0,2.0049
310,CA-2016-111213,OFF-AR-10002135,289.2,6,0,3.5948
311,US-2014-115196,OFF-AR-10002804,4.89,1,0,52.5114
312,CA-2017-100111,FUR-FU-10001918,15.136,4,0.2,1.7136
313,CA-2014-151995,FUR-CH-10004086,466.768,2,0.2,2.0358
314,CA-2016-101791,FUR-FU-10001756,15.232,1,0.2,37.6422
315,CA-2015-164882,OFF-LA-10000634,6.264,3,0.2,22.298
316,CA-2017-100650,FUR-FU-10001588,87.54,3,0,5.4432
317,US-2016-150140,TEC-PH-10002398,178.384,2,0.2,8.6744
318,CA-2016-128223,OFF-PA-10001937,15.552,3,0.2,24.1568
319,CA-2017-112515,OFF-AR-10003373,99.136,4,0.2,1995.99
320,CA-2016-134887,FUR-CH-10002602,135.882,1,0.1,80.0226
321,CA-2017-162015,TEC-MA-10002927,3991.98,2,0,129.6
322,CA-2017-116988,TEC-PH-10004093,275.94,6,0,13.071
323,CA-2017-157987,TEC-AC-10000892,360,4,0,3.58
324,US-2014-131275,OFF-ST-10002974,43.57,1,0,81.744
325,CA-2016-147137,OFF-FA-10000624,7.16,2,0,34.9965
326,CA-2016-109869,OFF-BI-10004593,251.52,6,0.2,0.9995
327,CA-2016-159891,TEC-AC-10001908,99.99,1,0,-67.8762
328,CA-2015-156482,FUR-FU-10001967,15.992,1,0.2,3.389
329,CA-2016-139269,TEC-PH-10003645,290.898,3,0.4,-258.5016
330,CA-2015-124450,OFF-ST-10000675,54.224,2,0.2,33.831
331,CA-2016-162355,FUR-CH-10003312,786.744,4,0.3,-27.6936
332,CA-2015-157084,OFF-LA-10001074,100.24,10,0.2,-20.7
333,CA-2016-163167,OFF-BI-10001524,37.764,6,0.7,-13.816
334,CA-2014-106726,TEC-PH-10004614,82.8,2,0.4,-3.4272
335,CA-2017-111556,OFF-BI-10001153,20.724,2,0.7,1.6038
336,CA-2015-109575,OFF-BI-10001982,4.896,3,0.7,335.9944
337,CA-2014-127614,OFF-BI-10001922,4.752,1,0.2,4.49
338,CA-2015-119879,TEC-CO-10001449,959.984,2,0.2,2.7956
339,CA-2015-111829,OFF-BI-10004140,14.368,4,0.2,-17.4588
340,CA-2017-128265,OFF-BI-10003314,7.712,2,0.2,2.3312
341,CA-2017-122693,FUR-TA-10004575,698.352,3,0.2,1.116
342,CA-2017-111689,OFF-FA-10000490,4.96,4,0,-407.976
343,CA-2014-140858,OFF-AR-10000122,17.856,4,0.2,10.0724
344,CA-2015-133585,OFF-BI-10003656,509.97,10,0.7,8.3916
345,CA-2016-163573,OFF-FA-10002780,30.992,13,0.2,-2.22
346,CA-2014-127446,TEC-PH-10000702,71.928,12,0.4,4.7976
347,CA-2015-131338,OFF-ST-10000107,88.8,4,0.2,3.0996
348,CA-2015-153423,TEC-PH-10002293,47.976,3,0.2,11.5432
350,CA-2014-141796,OFF-PA-10000249,24.56,2,0,2.3086
351,CA-2017-105214,OFF-AR-10001374,12.96,2,0,11.5432
352,CA-2014-152100,TEC-AC-10000290,6.79,1,0,1.0668
353,CA-2015-140410,OFF-PA-10001970,24.56,2,0,23.0864
354,US-2017-158526,OFF-BI-10002160,3.048,1,0.2,1415.4296
355,CA-2014-124688,OFF-PA-10001970,49.12,4,0,-4.8588
356,CA-2017-151799,OFF-BI-10004995,4355.168,4,0.2,3.7996
357,CA-2016-110499,FUR-BO-10002268,388.704,6,0.2,6.9864
358,CA-2017-117457,OFF-EN-10001137,8.26,2,0,15.824
359,CA-2014-131450,OFF-AR-10002399,17.04,4,0,11.325
360,CA-2016-121370,OFF-PA-10002713,34.4,5,0,168.4384
361,CA-2015-111780,OFF-PA-10002666,36.24,5,0.2,9.936
362,CA-2017-137596,OFF-AP-10001124,647.84,8,0,9.936
363,CA-2014-111871,OFF-LA-10001158,20.7,2,0,86.8704
364,CA-2015-137974,OFF-LA-10001158,20.7,2,0,1.4456
365,CA-2017-142342,FUR-CH-10000785,488.646,3,0.1,20.7328
366,CA-2015-146262,OFF-AR-10003732,5.56,2,0,8.4784
367,US-2014-137869,FUR-FU-10000023,47.12,8,0,10.44
368,CA-2017-121839,OFF-ST-10001713,211.96,4,0,0.1472
369,CA-2015-153549,OFF-BI-10002412,23.2,4,0,29.3412
370,CA-2017-102379,OFF-SU-10001225,7.36,2,0,271.4192
371,CA-2015-103835,OFF-ST-10002406,104.79,7,0,9.396
372,CA-2017-158561,FUR-BO-10002545,1043.92,4,0,4.6746
373,CA-2017-130841,OFF-PA-10002036,25.92,5,0.2,-5.712
374,CA-2017-115602,OFF-ST-10002205,53.424,3,0.2,179.1888
375,CA-2016-158099,OFF-BI-10001982,8.16,5,0.7,0.924
376,US-2014-125521,TEC-AC-10003911,1023.936,8,0.2,-29.94
377,CA-2017-126067,OFF-AR-10000658,9.24,1,0.2,30.98
378,US-2014-117968,TEC-AC-10002076,479.04,10,0.2,-297.6848
379,CA-2016-116911,OFF-PA-10003039,99.136,4,0.2,-20.3322
380,CA-2016-109344,FUR-TA-10004915,1488.424,7,0.3,2.6811
381,CA-2017-127432,OFF-AP-10000696,8.652,3,0.8,-18.8728
382,CA-2016-163167,OFF-ST-10003327,23.832,3,0.2,25.48
383,CA-2014-130428,OFF-BI-10000309,12.176,4,0.8,17.3376
384,CA-2015-121720,OFF-PA-10004734,50.96,7,0,8.799
385,US-2017-166688,OFF-BI-10002225,49.536,3,0.2,-157.0095
386,CA-2016-136406,TEC-AC-10004708,41.9,2,0,-1.0497
387,CA-2015-142944,FUR-TA-10000617,375.4575,3,0.45,-337.638
388,CA-2017-130036,TEC-AC-10002335,83.976,3,0.2,0.777
389,CA-2016-136812,TEC-MA-10001681,482.34,4,0.7,0.4264
390,CA-2014-119151,FUR-FU-10001935,2.96,1,0.2,7.884
